Source (A),Source (B),Source (C),Source (D),Source (E),Source (F),Source (G),Source (H),Source (I),Source (J),Source (K),Source (L),Source (M),WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
B000N8V3FU,Kindle Store,"[13, 13]",3.0,1.0,2.380952380952381,1.0,"The Oct 12 Kindle edition shows an actual picture of the print Fortune cover, which shows a feature article about Charlie Rose.  Yet this article is nowhere in the Kindle edition.  I read it in the print edition and it was excellent.  I contacted Amazon and received a lame answer that its controlled by the publisher.  So beware that any Kindle magazine can be missing key content of the print edition totally at the publisher's discretion.  All Kindle magazines are suspect as being inferior and you cannot assume you're getting the same content as the print edition.",102,A36F5X663T6MI5,missing key content from print edition - poor quality,9,1.0,97,76.66,54.12,10.29,4.66,16.17,28.87,77.32,47.42,11.34,4.12,2.06,0.00,2.06,0.00,0.00,7.22,12.37,9.28,8.25,4.12,6.19,2.06,11.34,4.12,3.09,1.03,1.03,2.06,4.12,1.03,3.09,0.00,0.00,3.09,4.12,0.00,0.00,0.00,0.00,9.28,3.09,1.03,0.00,2.06,3.09,1.03,3.09,3.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.15,0.00,1.03,2.06,1.03,1.03,2.06,6.19,0.00,7.22,1.03,5.15,2.06,9.28,2.06,0.00,1.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.28,6.19,1.03,0.00,0.00,0.00,0.00,0.00,0.00,2.06,0.00,0.00
B000N8V3FU,Kindle Store,"[4, 11]",1.0,-0.2727272727272727,2.380952380952381,1.0,"The trial issue I read was focused too much toward older readers who are preparing for retirement. I realize most of their readers fit into that age group, but the subject really doesn't appeal to anyone else. As far as the articles themselves go, I found them to be lacking in substance. There's many other publications out there that will give you better advice on retirement. It seemed like the writers attempted to make up for this by injecting a heavy dose of humor into their articles, unfortunately the jokes often fell well short of their mark. The kindle edition includes absolutely no images other than the fortune logo. This is very annoying because many of the articles refer to charts and images which are not displayed.I'm glad I was allowed to review a trial issue before buying, because this is one magazine I'll definitely not be subscribing to.",149,A19A9VJ5DEULGZ,Disappointing in too many ways.,5,1.0,150,69.57,34.44,56.63,75.29,21.43,20.67,86.00,56.00,15.33,8.00,4.00,0.00,0.67,0.00,3.33,7.33,6.67,16.67,8.67,6.00,4.00,2.67,14.67,8.00,5.33,1.33,0.67,3.33,5.33,4.00,1.33,0.00,0.67,0.00,7.33,0.00,0.00,0.00,0.00,14.67,2.67,2.67,0.67,2.67,1.33,5.33,2.67,2.00,0.00,0.67,0.67,0.00,0.67,0.00,0.00,4.00,0.67,0.67,2.00,0.67,0.67,3.33,9.33,2.00,10.67,1.33,6.67,2.67,4.00,1.33,0.00,1.33,0.00,0.00,1.33,0.00,0.00,0.67,0.67,0.00,10.67,5.33,2.67,0.00,0.00,0.00,0.00,0.00,0.00,2.67,0.00,0.00
B000N8V3FU,Kindle Store,"[13, 18]",2.0,0.4444444444444444,2.380952380952381,2.0,"As a kindle owner, I was disappointed to learn you cannot purchase back-issues of Fortune magazine (or other magazines).  Even as I write this review, it is frustrating that the one issue I want ""100 Best Companies to Work For"" is still visually advertised on Amazon / Kindle website, but not available for downloading on Kindle.",57,A3VEQZTZ1BNI4L,Back-Issues on Kindle,3,2.0,56,57.49,10.58,52.86,6.15,28.00,21.43,78.57,51.79,14.29,7.14,5.36,0.00,1.79,0.00,0.00,7.14,3.57,16.07,7.14,5.36,7.14,3.57,12.50,5.36,5.36,0.00,3.57,0.00,5.36,1.79,3.57,0.00,1.79,1.79,3.57,0.00,0.00,0.00,0.00,12.50,1.79,0.00,1.79,1.79,0.00,8.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.36,0.00,3.57,3.57,1.79,0.00,1.79,12.50,0.00,7.14,0.00,5.36,3.57,8.93,3.57,0.00,3.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.64,3.57,5.36,0.00,0.00,0.00,0.00,1.79,3.57,0.00,3.57,1.79
B000N8V3FU,Kindle Store,"[9, 10]",3.0,0.8,2.380952380952381,5.0,Fortune is a magazine I have found enjoyable in print.  The KINDLE version is up to par as far as the articles and I'm happy to have it in a nice clutter free locale ready to read whenever I want!,41,A28DT20HN5DNB3,Good Deal,2,4.166666666666667,40,86.59,15.86,74.76,99.00,20.00,17.50,87.50,55.00,10.00,7.50,7.50,0.00,0.00,0.00,0.00,2.50,10.00,20.00,12.50,2.50,10.00,0.00,20.00,15.00,5.00,2.50,0.00,0.00,12.50,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.50,2.50,0.00,2.50,0.00,0.00,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,0.00,2.50,0.00,0.00,2.50,15.00,0.00,15.00,0.00,12.50,2.50,2.50,2.50,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.50,2.50,0.00,0.00,0.00,0.00,2.50,0.00,0.00,2.50,0.00,0.00
B002KE4262,Kindle Store,"[4, 17]",0.0,-0.5294117647058824,1.5,1.0,"Mike Allen is a huge cheerleader for Obama, in my opinion. If that's what you want, this is the blog for you. Most liberal elites read Mr. Allen's blog daily. If you want more variety in opinion, go elsewhere.Even of more concern, Mike Allen and his co-worker, Ben Smith, also of Politico, have just been discovered to be members of JournoList, which should be of concern to all Americans. This was a group of hundreds of liberal journalists, many claiming to be objective, who got together to discuss what the talking points should be in the news, according to them. So in effect they often ended up controlling the news cycle of the day. As a result, it's hard to believe anyone who was on the JournoList would now be considered credible or part of a Free Press designed to be objective, in my opinion. One of the strategies discussed on JournoList by another journalist, it recently has come to light, was to call people who criticized Obama, ""racists"". So if Mr. Allen tried to shut down or spin information in order to get his favorite candidate elected, that would concern me greatly when reading his blog.",197,A22SAY04TN7AG8,Loves Obama - Little Objectivity in my opinion,8,3.0,198,78.20,79.06,11.00,34.54,22.00,23.23,82.83,51.52,12.63,5.56,1.52,0.00,1.52,1.52,1.01,7.07,5.56,17.17,10.10,4.04,5.56,0.00,17.68,6.06,3.03,3.54,1.01,4.55,1.52,1.01,0.51,0.00,0.51,0.00,10.61,0.00,0.00,0.00,1.52,12.63,2.53,1.52,4.55,5.56,0.51,2.53,1.52,0.51,0.00,1.01,0.00,0.00,0.00,0.00,0.00,8.59,1.52,1.52,3.54,1.01,1.52,3.54,10.10,0.00,13.13,1.52,7.07,4.04,1.52,1.52,0.00,0.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.68,6.06,8.59,0.00,0.00,0.00,0.00,0.51,1.01,1.52,0.00,0.00
B009IZMT0M,Kindle Store,"[17, 18]",3.0,0.8888888888888888,4.363636363636363,5.0,"Unlike most earbuds, there are very comfortable and easy to wear. I usually do not like anything in my ears but I really like these !",26,AYEGTZPP4X5J5,Love them,2,5.0,24,17.96,1.00,98.01,99.00,12.00,20.83,91.67,66.67,20.83,12.50,12.50,0.00,0.00,0.00,0.00,8.33,0.00,16.67,4.17,16.67,8.33,0.00,8.33,12.50,8.33,0.00,0.00,4.17,12.50,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,12.50,0.00,12.50,4.17,0.00,4.17,0.00,8.33,8.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.00,8.33,0.00,4.17,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,4.17,4.17,0.00,0.00,0.00,4.17,0.00,0.00,0.00,0.00,0.00
B00BGIQS1A,Kindle Store,"[123, 138]",3.0,0.782608695652174,4.308556611927399,2.0,"The old power adapter was perfect. This one does not fit in the power strip without taking up 2 places. I have had to buy a new power strip for this to work with all my other adapters for phones, tablets, and Kindles.",43,A1JBZOSFIUMMBY,Too wide,2,2.0,43,90.27,8.15,77.74,69.60,14.33,13.95,83.72,51.16,11.63,4.65,4.65,0.00,0.00,0.00,0.00,6.98,6.98,18.60,9.30,0.00,2.33,4.65,11.63,4.65,0.00,0.00,4.65,2.33,2.33,2.33,0.00,0.00,0.00,0.00,2.33,0.00,0.00,0.00,0.00,11.63,0.00,0.00,0.00,0.00,4.65,6.98,2.33,0.00,2.33,0.00,0.00,0.00,0.00,0.00,0.00,16.28,0.00,2.33,9.30,4.65,0.00,4.65,9.30,0.00,13.95,0.00,9.30,4.65,2.33,0.00,0.00,2.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.63,6.98,4.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
B00BGIQS1A,Kindle Store,"[15, 21]",2.0,0.42857142857142855,4.308556611927399,1.0,I feel cheated.  I ordered this thinking that the Kindle did not bring one in the box.  So now I  have two.  Too return it you are charging me up to $7 and then I have to go and pay for postage.  Not worth the return.  You need to be clear on what the Kindle package brings.,63,A20HN52JKWD4ZZ,Taken and cheated,3,1.0,57,38.57,19.02,96.09,6.35,9.50,10.53,85.96,61.40,19.30,12.28,8.77,0.00,3.51,0.00,0.00,7.02,7.02,12.28,8.77,5.26,7.02,3.51,19.30,1.75,0.00,1.75,5.26,0.00,1.75,0.00,1.75,0.00,1.75,0.00,3.51,0.00,0.00,0.00,0.00,10.53,3.51,0.00,1.75,0.00,1.75,3.51,3.51,1.75,0.00,1.75,0.00,0.00,0.00,0.00,0.00,3.51,0.00,1.75,1.75,0.00,0.00,1.75,17.54,1.75,17.54,5.26,5.26,7.02,1.75,0.00,0.00,3.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.28,10.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.75
B00BGIQS1A,Kindle Store,"[81, 92]",3.0,0.7608695652173914,4.308556611927399,2.0,"I pre-ordered 2 of these wall chargers because for the price they seemed like an excellent deal.  I think I paid $5 instead of the $20 they're asking now.Unfortunately I've run into 2 issues with them:1) They don't like to stay in the wall outlet.  The slightest tug on the USB cord will cause them to fall right out.2) They do a poor job of charging.  It takes a while to charge a phone using this, and sometimes it can't even keep up with the tablet while I'm using it and I start losing battery even while plugged in.I have a Kindle PowerFast charger and it's rated at 9w, costs the exact same amount as these are currently going for, and does a MUCH better job.If you're paying the full $20 price for these don't bother.  The PowerFast charger is the same price and is a MUCH better charger.",153,A5FA9DCBQJAY0,Don't pay $20 for this.  Get the Kindle PowerFast for the same price.,14,2.0,155,76.64,42.33,51.94,25.77,31.00,11.61,80.65,53.55,13.55,8.39,4.52,0.00,0.65,0.00,3.23,5.16,10.97,12.90,9.03,2.58,7.10,1.94,17.42,4.52,3.87,0.00,4.52,1.94,5.16,2.58,2.58,0.00,0.65,0.65,5.81,0.00,0.00,0.00,0.00,7.10,1.29,2.58,0.65,1.94,0.65,1.94,0.65,0.00,0.65,0.00,0.00,0.00,0.00,0.00,0.00,4.52,0.00,2.58,1.29,1.94,0.65,1.29,14.19,1.29,14.19,2.58,7.74,4.52,2.58,0.00,0.00,4.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.42,5.16,1.94,0.65,0.00,0.00,0.00,0.65,0.00,5.81,1.29,1.94
B00BGIQS1A,Kindle Store,"[441, 470]",3.0,0.8765957446808511,4.308556611927399,1.0,"$19.99?  Really, just save the money and buy an off-brand iphone usb plug and save yourself 15 dollars.  There is no reason whatsoever that Amazon did not include one of these with the units.  Save yourself money and use an alternative adapter.  I love Amazon e-readers and own two of them, but I charge my new paperwhite with my Iphone adapter and the cable that came with my unit.  Do not recommend.",77,A2OSD0WHJY7A5G,Wow....,1,1.0,74,50.66,20.87,36.43,97.99,12.33,14.86,74.32,50.00,14.86,10.81,6.76,0.00,2.70,0.00,1.35,4.05,6.76,8.11,4.05,4.05,8.11,4.05,10.81,1.35,0.00,0.00,5.41,0.00,5.41,5.41,0.00,0.00,0.00,0.00,6.76,0.00,0.00,0.00,0.00,9.46,1.35,2.70,0.00,0.00,0.00,6.76,0.00,0.00,0.00,0.00,1.35,0.00,0.00,0.00,0.00,1.35,1.35,0.00,0.00,0.00,0.00,2.70,9.46,0.00,4.05,1.35,1.35,1.35,1.35,0.00,0.00,5.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.86,6.76,2.70,0.00,0.00,1.35,0.00,2.70,0.00,0.00,0.00,1.35
B00BGIQS1A,Kindle Store,"[5, 10]",2.0,0.0,4.308556611927399,4.0,"Only at 1 amp charging speed (slightly faster than charging on a desktop/laptop via USB but not by much) it may be a detractor for those who want a fast charge in short bursts when charging tablets or high-end smart phones. But it's a prefect device for overnight charging sessions if you are charging tabletsThis product seems to be catered to charging Kindle e-books as it is released alongside the 2nd gen Kindle Paperwhite. Fully charges e-books in about 30-45minsYou are just getting the wall outlet so it does not come with charge cables, but can work with any device that supports USB outputs.The device is surprisingly small as a one inch cube (give or take 1/2 inch on one side)Pre-launching at $2 was a great deal, but for $20 may be a bit much.",135,A35042IWDE456Y,Prefect Backup or Replacement Charger,5,4.0,144,82.09,31.35,53.52,77.00,48.00,18.06,69.44,43.75,5.56,0.69,0.00,0.00,0.69,0.00,0.00,4.86,6.94,13.19,9.03,4.17,7.64,1.39,12.50,6.25,2.78,1.39,5.56,2.78,2.78,2.78,0.00,0.00,0.00,0.00,2.78,0.00,0.00,0.00,0.00,11.81,0.69,1.39,1.39,4.86,0.00,6.94,0.69,0.00,0.69,0.00,0.00,0.00,0.00,0.00,0.00,4.17,0.00,0.69,1.39,2.08,0.00,0.69,11.81,1.39,15.28,2.78,10.42,3.47,5.56,1.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.89,2.78,1.39,0.00,0.00,0.00,0.00,3.47,0.00,0.69,2.78,2.78
B00BGIQS1A,Kindle Store,"[236, 264]",3.0,0.7878787878787878,4.308556611927399,1.0,Is Amazon kidding me? They want me to pay $19.99 for an item that is a critical part of the functioning of their product? Outrageous. I will find another 5V charger.,31,A1KKI6NEPV0UNP,cannot believe this is not included with the Kindle,9,1.0,31,78.03,50.00,2.96,1.23,7.75,22.58,80.65,54.84,22.58,16.13,9.68,0.00,0.00,0.00,6.45,6.45,9.68,12.90,9.68,0.00,0.00,0.00,16.13,0.00,0.00,0.00,3.23,6.45,9.68,3.23,6.45,0.00,6.45,0.00,9.68,0.00,0.00,0.00,0.00,9.68,3.23,3.23,3.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.90,3.23,0.00,0.00,0.00,0.00,6.45,0.00,0.00,3.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.13,6.45,0.00,0.00,0.00,6.45,0.00,0.00,0.00,0.00,0.00,3.23
B00BGIQS1A,Kindle Store,"[20, 29]",2.0,0.3793103448275862,4.308556611927399,1.0,It should have been included with the kindle.I disagree that it was considered an  additional accessory and had to pay for it,23,A1M5UCLUOTE42W,fine,1,1.0,23,34.48,33.19,1.00,1.00,23.00,21.74,95.65,69.57,21.74,4.35,4.35,0.00,0.00,0.00,0.00,17.39,8.70,13.04,21.74,0.00,4.35,0.00,26.09,4.35,0.00,0.00,0.00,0.00,4.35,0.00,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.70,4.35,0.00,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.35,0.00,0.00,0.00,4.35,0.00,17.39,4.35,0.00,0.00,0.00,0.00,0.00,4.35,0.00,0.00,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.35,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
B00BGIQS1A,Kindle Store,"[39, 43]",3.0,0.813953488372093,4.308556611927399,1.0,"I got this as a gift with my kindle (which I love).  The design is horrible.  The block itself takes up at least two slots in a power bar.  On top of that, the usb plug sticks out of the side (not the top) parallel to the prongs.  This means that you have to put the charger on the end of the power strip so there is room for the plug.  It does fold up nicely, and is cute, but totally impractical.  Most hotels have limited plugin space, so this does not work for travel either.",102,A1RHTUEWF1R1BU,"Cute, but poor design",4,1.0,96,90.57,26.60,68.89,65.25,13.71,6.25,83.33,57.29,12.50,4.17,3.12,0.00,1.04,0.00,0.00,8.33,12.50,16.67,7.29,4.17,5.21,2.08,12.50,8.33,6.25,1.04,1.04,3.12,4.17,3.12,1.04,1.04,0.00,0.00,2.08,0.00,0.00,0.00,0.00,7.29,1.04,0.00,0.00,1.04,1.04,4.17,0.00,0.00,0.00,0.00,2.08,0.00,0.00,0.00,1.04,11.46,1.04,4.17,6.25,2.08,0.00,1.04,11.46,0.00,15.62,2.08,12.50,1.04,1.04,3.12,1.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.62,7.29,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.17,0.00
B00BGIQS1A,Kindle Store,"[27, 30]",3.0,0.8,4.308556611927399,2.0,"It works fine but the shape makes it impossible to use the adjacent outlet in a power strip or the wall. The adapter for my old Kindle was much better, as it was no bigger than a standard power plug.",40,A329UV4E4J9EHO,Shape comsumes 2-3 outlets!,4,2.0,40,94.98,10.58,43.37,96.76,20.00,10.00,82.50,50.00,10.00,2.50,2.50,0.00,0.00,0.00,0.00,7.50,15.00,12.50,5.00,0.00,7.50,2.50,12.50,15.00,10.00,0.00,0.00,2.50,5.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,5.00,2.50,2.50,0.00,7.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,5.00,7.50,2.50,0.00,5.00,7.50,0.00,12.50,0.00,10.00,2.50,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.50,5.00,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
B00BGIQS1A,Kindle Store,"[6, 11]",2.0,0.09090909090909091,4.308556611927399,4.0,"As any smartphone user can attest, you can never have too many chargers: at home, at the office, in the kitchen - pretty much anywhere you have a power plug open.I purchased 2 of these chargers for my Samsung Galaxy Nexus Android phone. I needed at minimum 5V 1Amp to fully charge my phone at factory speed and this charger did the trick.NOTE: to check if a charger is fully charging your phone do the following:1. Go to SETTINGS2. Click on BATTERY3. If charging it will say in the top left corner ""Charging (AC or USB)""*If it shows ""AC"" it is charging at full speed/power.*If it shows ""USB"" it is charging at a maximum of 5v .5Amp - meaning it is charging at half the speed/Power.On top of charging at full speed, this charger is compact and simple. Simply put, if you have an Android Smartphone, this charger will do the trick.The only drawback is that it did not come with a micro USB cable. At the price you pay for this charger, you would expect at least a cable. That's why a took off a star.",187,A25F38GF3PIMQE,Works great for Android Devices too,6,4.0,195,76.78,56.11,46.75,18.23,24.38,15.90,74.87,51.79,12.31,5.13,2.05,0.00,3.08,0.00,0.00,7.18,8.72,12.82,9.74,4.10,4.62,1.03,13.33,3.59,2.05,0.51,2.05,2.05,1.54,0.51,1.03,0.00,1.03,0.00,5.13,0.00,0.00,0.00,0.00,9.23,1.54,0.51,4.10,4.62,0.51,3.59,3.59,1.03,2.56,0.00,0.51,0.00,0.00,0.00,0.51,3.08,0.00,1.03,2.56,0.51,0.00,2.56,9.23,1.54,17.44,2.05,12.82,2.56,1.54,0.00,1.03,1.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.49,6.67,3.59,1.54,0.00,0.00,0.00,1.03,3.08,0.51,1.03,2.05
B00BGIQS1A,Kindle Store,"[213, 236]",3.0,0.8050847457627118,4.308556611927399,1.0,"These were priced at $2 for a brief period but now they're 19.99.  The only reason I bought three was because they were 2 bucks a piece.  You can find 5W 1A plugs for $4-6.Be a smart consumer and don't pay $20 for this... These should have been free with kindles in the first place.  I don't know of any other tablet that doesn't come with a power adapter.  Greedy.People who don't agree with me are either very VERY brand loyal, ignorant, or probably think buying Monster HDMI cables for $60 is a good deal.",99,A2E82QT2WB1BZ9,Way too expensive; rip off,5,1.0,98,44.47,30.49,33.04,81.07,16.33,7.14,81.63,53.06,11.22,5.10,3.06,0.00,1.02,0.00,1.02,6.12,7.14,10.20,15.31,5.10,4.08,4.08,19.39,4.08,1.02,1.02,9.18,3.06,7.14,5.10,2.04,0.00,1.02,0.00,5.10,0.00,0.00,0.00,0.00,12.24,4.08,2.04,1.02,3.06,0.00,4.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.12,1.02,1.02,3.06,2.04,0.00,5.10,15.31,0.00,8.16,2.04,3.06,4.08,2.04,0.00,0.00,8.16,0.00,0.00,1.02,0.00,0.00,1.02,0.00,0.00,22.45,10.20,2.04,0.00,0.00,0.00,0.00,1.02,0.00,5.10,0.00,4.08
B00BGIQS1A,Kindle Store,"[18, 21]",3.0,0.7142857142857143,4.308556611927399,5.0,"Good item but could have just used the one I have for my tablets or phone without spending this cash. I thought it was a necessity, found out just wasted cash.",31,A3KSM3QHKAYZ31,Wish I had known,4,3.0,31,27.12,2.69,78.86,83.22,15.50,16.13,87.10,58.06,16.13,9.68,9.68,0.00,0.00,0.00,0.00,6.45,6.45,9.68,12.90,6.45,6.45,3.23,25.81,0.00,0.00,0.00,3.23,0.00,3.23,3.23,0.00,0.00,0.00,0.00,3.23,0.00,0.00,0.00,0.00,22.58,6.45,3.23,3.23,3.23,0.00,9.68,3.23,0.00,3.23,0.00,0.00,0.00,0.00,0.00,0.00,9.68,0.00,0.00,6.45,3.23,0.00,9.68,6.45,0.00,3.23,0.00,3.23,0.00,0.00,0.00,0.00,9.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.68,6.45,3.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
B00BGIQS1A,Kindle Store,"[8, 11]",2.0,0.45454545454545453,4.308556611927399,4.0,Does exactly what it is supposed to do but is unnecessary if you already have a phone charger with a micro USB plug. The Kindle Power Adapter may be slightly faster than a phone charger but the Kindle Paperwhite that I purchased needs charging so infrequently that the time difference is not an issue.,54,A1AU5T5U4BZAEO,A good but very optional product,6,4.0,54,50.37,22.95,15.12,25.77,27.00,24.07,75.93,55.56,11.11,3.70,1.85,0.00,1.85,0.00,0.00,7.41,12.96,5.56,14.81,3.70,7.41,1.85,18.52,5.56,5.56,1.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.56,0.00,0.00,0.00,0.00,18.52,0.00,0.00,3.70,5.56,1.85,11.11,3.70,0.00,3.70,0.00,0.00,0.00,0.00,0.00,0.00,1.85,0.00,0.00,1.85,0.00,0.00,3.70,14.81,1.85,5.56,1.85,0.00,5.56,1.85,0.00,0.00,1.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.70,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
B00BGIQS1A,Kindle Store,"[8, 16]",2.0,0.0,4.308556611927399,1.0,PAID $ 20 FOR A DAWN USB PLUG SHAME ON YOU AMAZON . USE YOUR I PHONE UBS PLUG OR YOUR COMPUTER UBS. DO NOT BUY THIS!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!111,27,A3Q4MZZVYUB0ZZ,DO NOT BUY KINDLE CHARGER,5,1.0,26,53.63,87.57,17.46,1.00,8.67,3.85,65.38,42.31,19.23,15.38,3.85,0.00,11.54,0.00,0.00,3.85,3.85,7.69,3.85,0.00,3.85,3.85,11.54,0.00,0.00,0.00,7.69,0.00,3.85,0.00,3.85,3.85,0.00,0.00,15.38,0.00,0.00,0.00,0.00,11.54,0.00,3.85,0.00,3.85,0.00,7.69,3.85,0.00,3.85,0.00,0.00,0.00,0.00,0.00,0.00,3.85,0.00,0.00,3.85,0.00,0.00,3.85,7.69,0.00,3.85,0.00,3.85,0.00,3.85,0.00,0.00,7.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1923.08,7.69,0.00,0.00,0.00,0.00,1911.54,0.00,0.00,0.00,0.00,3.85
B00BGIQS1A,Kindle Store,"[6, 11]",2.0,0.09090909090909091,4.308556611927399,5.0,"At 1A, it may not be as powerful as some of the latest and fastest chargers, but my main concern was its ability to charge my iPad, which it does with ease. It's seemingly as powerful as the charger the iPad came with, and a step up from standard adapters that come with most small devices and phones. Great sleek shape, with foldable prongs. Great purchase, especially for the $2.00 it was initially prepriced at. I'm more on the fence at $19.99, though.",83,A2VP0DDTQ1V8EW,Power,1,5.0,83,82.84,23.49,69.72,87.64,16.60,19.28,79.52,54.22,12.05,3.61,3.61,0.00,0.00,0.00,0.00,8.43,7.23,20.48,8.43,2.41,10.84,1.20,10.84,13.25,9.64,1.20,2.41,3.61,3.61,3.61,0.00,0.00,0.00,0.00,1.20,0.00,0.00,0.00,0.00,9.64,1.20,0.00,0.00,4.82,1.20,3.61,1.20,0.00,1.20,0.00,0.00,0.00,0.00,0.00,0.00,9.64,0.00,3.61,4.82,2.41,1.20,3.61,6.02,1.20,15.66,4.82,8.43,3.61,0.00,0.00,0.00,1.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.28,6.02,8.43,0.00,0.00,0.00,0.00,0.00,0.00,2.41,0.00,2.41
B00BGIQS1A,Kindle Store,"[17, 19]",3.0,0.7894736842105263,4.308556611927399,1.0,There is no reason to buy.  You just need anyone that fits USB.  They make it sound like u need it but u get the USB power cord with Kindle.,32,A1XPY0Z83VVDPK,Waste of money,3,1.0,30,24.86,90.87,1.00,25.77,10.00,0.00,83.33,56.67,26.67,13.33,0.00,0.00,10.00,0.00,3.33,13.33,3.33,10.00,3.33,6.67,3.33,3.33,16.67,0.00,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,20.00,3.33,6.67,6.67,3.33,0.00,3.33,3.33,0.00,3.33,0.00,0.00,0.00,0.00,0.00,0.00,6.67,0.00,0.00,3.33,3.33,0.00,0.00,16.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.33,0.00,0.00,6.67,0.00,6.67,0.00,0.00,0.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
